,address,postal_code,rest_name,average_cost,additional_info,rating,rating_category,review,review_date_time,user_name
1185,"430 Lafayette Street, New York, NY 10003",NY 10003,Indochine,120,['Serves Alcohol'],3.6,average,"POSITIVE
   Delicious food!!!. It was a unexpected restaurant with great and delicious food!! I came with my children and they were so excited about the taste and the presentation; the only thing that we don't like , it was about the noise and the waitress was not enough efficient...",12-Nov-14,Psi_villegas
1186,"430 Lafayette Street, New York, NY 10003",NY 10003,Indochine,120,['Serves Alcohol'],3.6,average,"POSITIVE
   What lacks in authenticity makes up for in taste. Can't say it would be my first choice if I was looking for authentic Vietnamese food... but for a ""French Vietnamese fusion"" (whatever that means) it was good. For someone who doesn't claim to be a food critic but likes to please my tastebuds with new things, the meal was delicious. The spicy chicken could have had more kick to it, but the lemon grass was delicious. I highly recommend the lemon tart. The staff was a bit pretentious... but with a tasty meal I can look past it for the most part.",5-Feb-13,Angie Vuyst
1187,"430 Lafayette Street, New York, NY 10003",NY 10003,Indochine,120,['Serves Alcohol'],3.6,average,"POSITIVE
   Fabulous!. This place continues to be a NY classic for a reason. Very well executed menu, lively atmosphere, cool crowd. Memorable night out!",4-Sep-12,Chalupa
1188,"430 Lafayette Street, New York, NY 10003",NY 10003,Indochine,120,['Serves Alcohol'],3.6,average,"POSITIVE
   Chad.... When I was in high school Details magazine (before it was a mens fashion mag) would always have ""on the town"" photos of celebs in their pages, Indochine was always featured with people like Calvin Klein, Madonna and Ru Paul. I dreamed of one day going. Fast forward over 20 years... and I finally had my visit to Indochine. While there were no celebs the night I visited the wait staff certainly made me feel like I was a celebrity. Exceptional service, great food. The crab cakes were to die for. Its a must visit for a trip to New York",16-Oct-10,Chad Ramey
1189,"430 Lafayette Street, New York, NY 10003",NY 10003,Indochine,120,['Serves Alcohol'],3.6,average,"POSITIVE
   Simply the Best. I have always enjoyed my dinners at Indochine. The food is simply the best. The Lychee Saketini is also one of my favorite cocktails in town. The crowd is always chic and the music makes me sway in my seat. I highly recommend it especially on Thursdays.",30-Jul-10,Rafe New York
1190,"430 Lafayette Street, New York, NY 10003",NY 10003,Indochine,120,['Serves Alcohol'],3.6,average,I would highly recommend Indochine as the fare is very appealing. The eggplant appetizer was outstanding. The grilled salmon with plum teriyaki was amazing. The tuna special was phenomenal. Staffing was impeccable and catered to your every need. Can't wait to go back,15-Sep-09,Marcelline Laccadito
1191,"430 Lafayette Street, New York, NY 10003",NY 10003,Indochine,120,['Serves Alcohol'],3.6,average,"POSITIVE
   Great. Indochine is a rare gem. Even though it could look like it's talking posh as too many other fancy restaurants in town, the Chef here definitely knows what good food is. Try the seared lamb loin or the grilled whole prawns. Amazing. Too bad for the cocktails... take two of the same in a row and they won't taste the same at all. Forgivable, anyway.",23-May-09,Robespierre
1192,"430 Lafayette Street, New York, NY 10003",NY 10003,Indochine,120,['Serves Alcohol'],3.6,average,"In a city where fusion restaurants are about as exciting as vanilla ice cream, the staff at Indochine remain pretentious, despite their incompetence. French-Vietnamese cuisine was a novelty in 1984 when Indochine opened its doors but i ...
Read full post on strumerika.com",19-Dec-08,Erika Strum Silberstein
1193,"430 Lafayette Street, New York, NY 10003",NY 10003,Indochine,120,['Serves Alcohol'],3.6,average,"Another very trendy restaurant for star spotters and people who want to be seen. The food is a modern take on traditional Vietnamese dishes which basically means microscopic but incredibly tasty portions. The good wine list was abused with a different bot ...
Read full post on thursdayclub.com",3-Jan-08,Paul..
1194,"1900 Broadway, New York, NY 10023",NY 10023,Cafe Fiorello,120,"['Takeout Available', 'Full Bar Available', 'Outdoor Seating', 'Brunch', 'Vegetarian Friendly']",4.1,good,"NEGATIVE
   Cafe Fiorello. The eggplant parmigian arrived on lettuce and was a stack of fried eggplant with cheese. One of my antipasto choices wAs substituted without notifying me prior to them serving it. They ran out of Tartuffe at 7:15 on a Saturday night. I would never eat there again. Very disappointed.",27-Apr-15,Liv2ski3
1195,"1900 Broadway, New York, NY 10023",NY 10023,Cafe Fiorello,120,"['Takeout Available', 'Full Bar Available', 'Outdoor Seating', 'Brunch', 'Vegetarian Friendly']",4.1,good,"POSITIVE
   Fiorella restaurant. Delicious food, great service and very lively place. i would highly recommend.",14-Apr-15,Bhansen
1196,"1900 Broadway, New York, NY 10023",NY 10023,Cafe Fiorello,120,"['Takeout Available', 'Full Bar Available', 'Outdoor Seating', 'Brunch', 'Vegetarian Friendly']",4.1,good,"POSITIVE
   Exceptional service. Food was excellent, timing of food and attentiveness of waiter couldnt have been more perfect. We stayed much longer than our food and drink order to stay and chat and never felt rushed or as if we were inconveniencing anyone. thank you thank you",7-Apr-15,Evamariebb
1197,"1900 Broadway, New York, NY 10023",NY 10023,Cafe Fiorello,120,"['Takeout Available', 'Full Bar Available', 'Outdoor Seating', 'Brunch', 'Vegetarian Friendly']",4.1,good,"POSITIVE
   Clearly the best dining experience in North America , authentic , deliscious and attentive",21-Mar-15,Mio Trevisan
1198,"1900 Broadway, New York, NY 10023",NY 10023,Cafe Fiorello,120,"['Takeout Available', 'Full Bar Available', 'Outdoor Seating', 'Brunch', 'Vegetarian Friendly']",4.1,good,"POSITIVE
   Excellent waiter service. The food was great too excep the pizza wSnt as unique as I recall it being long ago. But all was well and my friends are now fans too.",2-Feb-15,Kmanuelian
1199,"1900 Broadway, New York, NY 10023",NY 10023,Cafe Fiorello,120,"['Takeout Available', 'Full Bar Available', 'Outdoor Seating', 'Brunch', 'Vegetarian Friendly']",4.1,good,Great wine selection. The food was good enough but expensive. The tuna was good but I wasn't sure of the BBQ'ish sauce they put on it. The grilled veggies were great and the kids loved their pasta (plain noodles with cheese and butter and touch to get wrong). The had an excellent selection of red wines by the glass and I had a very nice chianti classico reserva that took me back to my last trip to Tuscany ? it was worth every penny.,2-Sep-14,Byron Baker
1201,"1900 Broadway, New York, NY 10023",NY 10023,Cafe Fiorello,120,"['Takeout Available', 'Full Bar Available', 'Outdoor Seating', 'Brunch', 'Vegetarian Friendly']",4.1,good,"How Rude. After an hour's lunch, I was given the bum's rush. The waiter removed my silverware when I clearly had not finished my meal. He angrily brought a new set when I asked. After paying the $80 bill for one, I exited under the hostile glare of the imposing maitre d. I will not return, regardless of the convenience to Julliard.",4-May-14,Ddrakephd
1202,"1900 Broadway, New York, NY 10023",NY 10023,Cafe Fiorello,120,"['Takeout Available', 'Full Bar Available', 'Outdoor Seating', 'Brunch', 'Vegetarian Friendly']",4.1,good,"POSITIVE
   Love it!. When in NY this is a must! I never miss out on at least one meal here. I love how their loyal customers have their own tables with name plate! You can eat the the bar, in a booth or at a table and there will always be someone you know! they are open late so the last time I was there was after the symphony (just across the street). the place was packed! you can enjoy fish and seafood and all kinds of fresh pasta. portions are large and sharing is allowed. their lemon tart for dessert is to die for. their veal dish is my favorite.",10-Apr-14,Yalinda
1203,"1900 Broadway, New York, NY 10023",NY 10023,Cafe Fiorello,120,"['Takeout Available', 'Full Bar Available', 'Outdoor Seating', 'Brunch', 'Vegetarian Friendly']",4.1,good,"Perfect after-opera spot!. What a delightful spot!. We were greeted warmly and our table was ready. It's a popular spot as the post opera crowd came through like a tidal wave!! All the staff are cheerful. We enjoyed the antipasti and a pizza all of which were delicious. Prices are typical for NYC and the location. Even though it was late, we didn't feel rushed to finish. It was the perfect end to a fabulous evening.",30-Mar-14,Mary
1204,"1900 Broadway, New York, NY 10023",NY 10023,Cafe Fiorello,120,"['Takeout Available', 'Full Bar Available', 'Outdoor Seating', 'Brunch', 'Vegetarian Friendly']",4.1,good,"Cafe Fiorello has long stood across the street from Lincoln Center ? prime real estate all year long, but especially good in the holiday season. Hordes of little girls and their grandparents flock to see ?The Nutcracker? and afterwards, who wouldn?t like a little pasta? You would think the dining room would be at the top of its game to entice clients who otherwise might not come this way, to return in the warmer months. If that?s the case?ai yai yai. The dining room si large and loud, but not unhappily so  just the generally happy buzz of contented diners. It?s on the fancier side of things, but it?s very kid friendly ? really the perfect family setting. Bread basket Tasty. The multigrain bread is dry and forgettable but the foccacia is lovely ? vaguel ...
Read full post on fritosandfoiegras.com",12-Dec-13,Fritosandfoiegras
1205,"1900 Broadway, New York, NY 10023",NY 10023,Cafe Fiorello,120,"['Takeout Available', 'Full Bar Available', 'Outdoor Seating', 'Brunch', 'Vegetarian Friendly']",4.1,good,"POSITIVE
   Try the Antipasti Plate. My wife and I enjoyed a selection from the antipasti bar. A selection of olives, cheese, grilled fennel, shrimp and scallop salad, and a few other items. All very good in a fun atmosphere.",29-Mar-13,Ken Goldstein
1206,"1900 Broadway, New York, NY 10023",NY 10023,Cafe Fiorello,120,"['Takeout Available', 'Full Bar Available', 'Outdoor Seating', 'Brunch', 'Vegetarian Friendly']",4.1,good,"Diner Beware. We ordered Dover Sole, listed on both the web menu and the printed menu riven us at the table at $55.00. Portion was huige, I paid the bill and looked at the itemized version when we returned home. The fish was priced at $66.00, 1.2 lobs. @ $55.00 per pound. No where was it said that the fish was priced by weight and not by portion. This is no better than sleazy.",14-Dec-12,B. Retlaw
1208,"1900 Broadway, New York, NY 10023",NY 10023,Cafe Fiorello,120,"['Takeout Available', 'Full Bar Available', 'Outdoor Seating', 'Brunch', 'Vegetarian Friendly']",4.1,good,"POSITIVE
   AMAZING!!!. Had the antipasti, open face lasagna, and the limencello custard. The antipasti was delicious, we had the eggplant, the white asparagus, the fennel, the shrimp and scallop. All amazing, the eggplant was ripe with tomato and eggplant flavor. The lasagna was insane. The meatballs were so tender, the sauce was delicious, the noodles tasted fresh and I'd assume was made in house. It was not your boxed pasta. The lemoncello tart was amazing. It was an incredible lemony custard with a creme brulee crust. The side of whip went so well. The service was impeccable and so personable. We sat at the bar and had a really great time. Make sure to have lemoncello with dessert. It's the BEST.",5-Jun-12,BarbC
1209,"1900 Broadway, New York, NY 10023",NY 10023,Cafe Fiorello,120,"['Takeout Available', 'Full Bar Available', 'Outdoor Seating', 'Brunch', 'Vegetarian Friendly']",4.1,good,"POSITIVE
   A Perfect Lunch. Went for lunch recently. Stumbled in last minute because 'Wichcraft just around the corner was closed for Fashion Week event. What a happy accident. When we sat down we were concerned that we were going to spend a fortune... and you could Fiorello is expensive. But they have a $25. prix fixe lunch that is really a bargain. Face it- in this neighborhood it's hard to get out of a deli with a $20 lunch! Great selections, generous portions. Three of us shared a little of everything. The meatloaf was the big winner. My whole wheat orecchiette Pugliesi was the healthy choice. My friend's tuna was done to perfection. The Antipasti Bar is a wonderful sight to behold. When I'm working at Lincoln Center this is a new regular!",12-Feb-12,Rob B.
1210,"1900 Broadway, New York, NY 10023",NY 10023,Cafe Fiorello,120,"['Takeout Available', 'Full Bar Available', 'Outdoor Seating', 'Brunch', 'Vegetarian Friendly']",4.1,good,"POSITIVE
   One of the best Italian restaurants in NYC. The best sausage and peppers in the world. Ridiculous veal parm, authentic Italian pizza and the best antipasti bar anywhere.",5-Sep-11,M Conway
