review,rest_name,review_date_time,user_name
"For vegetarians, vegans, and those who love them, the Upper East Side's Candle 79 offers a fabulous feast of veggie-based treats. This year's menu is not posted yet, but I hear it will set you back $79 per person for a multi-course meal. In years past they've served such dishes as Grilled Artichokes with haricots verts, Roasted Squash Soup with almond cream, Porcini Crusted Tofu, and a Cranberry, Fig, and Eggnog ice cream sampler. Keep your eyes on their Facebook page for updates, or just reserve your spot today. - See more at: http://www.glenwoodnyc.com/manhattan-living/nyc-restaurants-thanksgiving-2013/#sthash.YfA91d4G.dpuf ...
Read full post on glenwoodnyc.com",Candle 79,1-Nov-13,Glenwood NYC
"On my trip this month, I continued to enjoy delicious meals at two other first-class restaurants, both vegan. At Candle 79 (Upper East Side), I celebrated a special occasion, and received superb service, including the complimentary ...
Read full post on firstclassvegetarian.com",Candle 79,4-Jul-13,FCV
" This vegan restaurant has both raw and cooked items catering to many different tastes. We were seated upstairs where it was quiet and had lots of natural sunlight. Before going over the menu we started with cappuccinos, which were  much-needed since it was after 12 and we still hadn’t had our morning coffees! Everything looked super yummy and not just because we hadn’t eaten yet.  We started with the tri beet salad which was so fresh and perfect for lunch. We also ordered polenta fries which were crazy good! I tried to make my own at home but it was a completely failed attempt. Everything we ordered that afternoon was delicious, we both were really happy with what we ordered, the atmosphere and service. The restaurant has be ...
Read full post on jessicamaryjean.com",Candle 79,15-Jun-13,Jessicamaryjean
"Delightful Surprise. I was feeling overly weighed down with all the heavy foods I was eating. As a business traveler I eat out allot. I decided to go lighter and I'm glad I did. It was tasty, fresh and healthy. Thanks from Brigitte Grisanti New York Foodie",Candle 79,2-Jun-13,Brigitte Grisanti New York
,Candle 79,9-May-13,NYC Gluten-Free Grubber
"Lastly, was the Guacamole Timbale with chipotle black beans, caramelized onions, tomato-cucumber salsa, plaintain chips, and ranchero sauce. This was the other app I had been eyeing, but ended up choosing the ravioli because I am a true Italian at heart :) . My friend noted that each layer of the timbale was rather simple, but when mixed together, the flavors blended well although she wasn’t blown away by it. ...
Read full post on citylightsandtastybites.com",Candle 79,2-May-13,City Lights And Tasty Bites
"POSITIVE
   Fantastic. Really a good vibes in this place. Season's finest and freshest ingredients carefully cooked to perfection. Highly recommended",Candle 79,21-Feb-13,Joe Pezzoronni
" As the sunlight streamed in through the nearby window, waiters repeatedly refilled our water glasses and diners all around us spoke in subdued tones.  It was a gorgeous, cozy haven that felt a world away from the hustle and bustle of the city. ...
Read full post on vegansparkles.com",Candle 79,21-Dec-12,Vegan Sparkles
"RATED
  This time we ordered the nachos, seitan steak, and raw enchilada. It was all good, but we probably should have ordered an appetizer that wasn’t so similar to our entrees. ...
Read full post on canadianveggie.wordpress.com",Candle 79,21-Oct-12,Christopher Porter
"All in all, I was very pleased with the taste and presentation of the cuisine. The chef at Candle 79 is a genius. ...
Read full post on theveraciousvegan.com",Candle 79,16-Sep-12,The Veracious Vegan
"POSITIVE
   The gluten free options here are wonderful! I had a kale salad and tempeh tamales, both of which were outstanding. The fresh ginger ale was the best I've ever had.",Candle 79,21-Aug-12,Hailey Wiper
,Candle 79,31-May-12,Kareninreallife.com
"POSITIVE
   ADORED this restaurant. We were down in nyc from montreal for a little culinary adventure. being both vegetarians we were suggested this resto by a friend. i can go on and on about how much we enjoyed everything about this place. we tried so many different things on the menu and every one of them was delicious. the atmosphere was awesome, our waiter was friendly and once again the food was creative, flavourful and the plating was beautiful. I would go back in a heartbeat. anyone who is confused by veganism and what vegans eat (i get so many comments like ""but what do you eat?""), needs to try this place. it will not disappoint.",Candle 79,7-May-12,Katie B
"POSITIVE
   Great food and not at all noisy. Saw Bob Costas on the way out. Of corse: a classy but unpretentious u east side place! Oh def get reservations (phone it in the old fashion way)",Candle 79,4-Mar-12,Jamestom
"ABSOLUTELY AWESOME! If I could eat here or cook like this, I'd be a vegetarian. The quality of their ingredients was terrific. I loved every bite and even bought the cookbook!",Candle 79,20-Jan-12,Jane Skeels
"And then I waited. And waited some more. No one even acknowledged my presence. Finally, a hostess came down and lead me upstairs to my table. ...
Read full post on outtomunchnyc.com",Candle 79,13-Sep-11,Ada
"...prices are fairly reasonable for an upscale manhattan restaurant, and the all-vegan menu is as diverse as you'll find in this area. it's awesome that all of their ingredients are local and organic. we recommend the grilled seitan burger. ...
Read full post on vegstlouis.blogspot.com",Candle 79,30-Jul-11,Vegstlouis
"POSITIVE
   Good, but we'd hoped for more. Everything at candle 79 was solid, but we kept waiting for something extraordinary. unfortunately, it never happened. we'll definitely be going back the next time we visit nyc, but they'll need to impress if we're to keep them on our radar.",Candle 79,30-Jul-11,Vegstlouis
"POSITIVE
   Eh.. I LOVED everything we ordered, but i really felt a coldness from all the workers... although i'd like to think maybe they were having a bad day or something, they seemed EXTREMELY snooty.",Candle 79,25-Jun-11,Rita Melusky
"She enjoyed her meal as much as I enjoyed mine! ...
Read full post on jlgoesvegan.com",Candle 79,8-May-11,JL Goes Vegan
,Candle 79,1-Dec-10,Bruced
,Candle 79,27-Sep-10,BC
"POSITIVE
   Try the polenta fries! Very good.",Candle 79,4-Sep-10,Joseph Shirk
"POSITIVE
   Veggie Delight. This casual little restaurant was recommended as a great place to find vegetarian fare. I went for dinner with family and tried several options, with a few hits and misses. The atmosphere was relaxed and enjoyable and the space was well lit with tasteful decoration. Other diners were having fun, enjoying wine at the bar but were not obnoxious at all. The vegan food (almost impossible to find, it seems!) was quite tasty...I thoroughly enjoyed some form of pea appetizer and the apple dessert was a delight. Great casual dining experience.",Candle 79,1-Sep-10,Abxoxo
"POSITIVE
   I travel from chelsea to the upper east side for this restaurant. One of my favorites in the entire city.",Candle 79,1-Oct-09,Ethan
"POSITIVE
   Very great. One of the best vegan meals in the world for sure! Candle 79 may not be as hip on the inside as the veggie conscious crowd that fills its tables, but its elegant and classy none the less!
Go hungry and try everything....appetizer, salad, entree and PLEASE order dessert. Candle 79 is a favorite for special occasions which require a mellow, calm, romantic yet welcoming atmosphere. Candle 79 didn't get famous from nothing--they truly paved the way for restaurants like Blossom, GoBo, Caravan of Dreams, and such.
Oh ...if you are trying to convince someone that vegans EAT WELL....take them here. Everyone from BBQ freaks to michelin star snobs will find something exciting and curiously delicious here...and hey its vegan so you can feel good even after you dine!",Candle 79,8-Jul-09,Kathy Patalsky
"POSITIVE
   We went here after a day at the Met. The staff were very friendly and the food was delicious. We loved the pumpkin seed burger!",Candle 79,28-Jun-09,Ray Wenderlich
"POSITIVE
   Awesome. My favorite veg restaurant in NYC. For sure!",Candle 79,27-Jun-09,George Brooks
"The Basics: It's hard not to love this elegant, uptown vegan restaurant with lively, inspired dishes, a great drink selection, and spot-on service. Despite its meat-free menu, deprivation won't be your dilemna, instead you'll feel torn betw ...
Read full post on strumerika.com",Candle 79,1-Jun-09,Erika Strum Silberstein
"I love this place! I have been here several times before and it is always a wonderful experience. ...
Read full post on marisashealthykitchen.com",Candle 79,26-May-09,Marisa
"Today I attended a conference at the Metropolitan Museum of Art, and during the lunch break, my coworker and I skipped out to eat at the nearby renowned vegetarian restaurant Candle 79 (the upscale sibling of Candle Cafe, also located on the Upper East Si ...
Read full post on gastronormous.com",Candle 79,19-Dec-08,Gastronormous
"RATED
  Este sítio está sempre cheio por isso preparem-se para esperar um pouco. A sandes de pastrami é muito boa para quem gosta e está bem à vontade com carne.",Katz's Delicatessen,12 days ago,Raquel Pereira
"RATED
  Hello Friends, Katz's Delicatessen, Lower East Side one of the best place for lunch. Must try this one Pastrami Egg Rolls...!!! Sandwich is so so delicious & legendary sandwiches make the perfect lunch...!!!!!!",Katz's Delicatessen,12 days ago,Joseph A Cacciola
"RATED
  Incrwdible experience and I love the ambiance and so amazing sraff here. Location is so great very close to manhattan and I wanna come see here more.",Katz's Delicatessen,18 days ago,Omer Ercan
